GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_024585525.1	35104968	GCF_024585525.1	35136298	
GCA_024585545.1	35104988	GCF_024585545.1	35135218	
GCA_024585565.1	35105008	GCF_024585565.1	35135158	
GCA_024585585.1	35105028	GCF_024585585.1	35134858	
GCA_024585605.1	35105048	GCF_024585605.1	35136378	
GCA_024585625.1	35105068	GCF_024585625.1	35136078	
GCA_024585645.1	35105088	GCF_024585645.1	35136178	
GCA_024585665.1	35105108	GCF_024585665.1	35134978	
GCA_024585685.1	35105128	GCF_024585685.1	35134838	
GCA_024585705.1	35105148	GCF_024585705.1	35136578	
GCA_024585725.1	35105168	GCF_024585725.1	35136318	
GCA_024585745.1	35105188	GCF_024585745.1	35135998	
GCA_024585765.1	35105208	GCF_024585765.1	35135118	
GCA_024585785.1	35105228	GCF_024585785.1	35134718	
GCA_024585805.1	35105248	GCF_024585805.1	35138628	
GCA_024585825.1	35105268	GCF_024585825.1	35135878	
GCA_024585845.1	35105288	GCF_024585845.1	35136158	
GCA_024585865.1	35105308	GCF_024585865.1	35135198	
GCA_024585885.1	35105328	GCF_024585885.1	35134818	
GCA_024585905.1	35105348	GCF_024585905.1	35136358	
GCA_024585925.1	35105368	GCF_024585925.1	35136518	
GCA_024585945.1	35105388	GCF_024585945.1	35136118	
GCA_024585965.1	35105408	GCF_024585965.1	35135138	
GCA_024585985.1	35105428	GCF_024585985.1	35134638	
GCA_024599975.1	35124098	GCF_024599975.1	35162758	
GCA_024662075.1	35206998	GCF_024662075.1	35248928	
GCA_024662255.1	35207178	GCF_024662255.1	35249828	
GCA_024700745.2	40682798	GCF_024700745.2	40696568	
GCA_024700815.2	40682838	GCF_024700815.2	40695688	
GCA_024700835.2	40682598	GCF_024700835.2	40696408	
GCA_024700875.2	40682778	GCF_024700875.2	40696388	
GCA_024700885.2	40682858	GCF_024700885.2	40696028	
GCA_024730765.1	35292618	GCF_024730765.1	35302478	
GCA_024734095.1	35297818	GCF_024734095.1	35307988	
GCA_024734835.1	35299958	GCF_024734835.1	35314468	
GCA_024735225.1	35300698	GCF_024735225.1	35314368	
GCA_024735245.1	35300718	GCF_024735245.1	35314408	
GCA_024760205.1	35334448	GCF_024760205.1	35378428	
GCA_024917235.1	35511948	GCF_024917235.1	35519108	
GCA_024917275.1	35511988	GCF_024917275.1	35519488	
GCA_024917335.1	35512048	GCF_024917335.1	35519048	
GCA_024917355.1	35512068	GCF_024917355.1	35519268	
GCA_024917375.1	35512088	GCF_024917375.1	35519648	
GCA_024917455.1	35512168	GCF_024917455.1	35519308	
GCA_024917475.1	35512188	GCF_024917475.1	35519588	
GCA_024917535.1	35512248	GCF_024917535.1	35519208	
GCA_024917655.1	35512368	GCF_024917655.1	35519228	
GCA_024917715.1	35512428	GCF_024917715.1	35562728	
GCA_024917735.1	35512448	GCF_024917735.1	35563148	
GCA_024917795.1	35512508	GCF_024917795.1	35563748	
GCA_024917815.1	35512528	GCF_024917815.1	35562968	
GCA_024917895.1	35512608	GCF_024917895.1	35563668	
GCA_024917955.1	35512668	GCF_024917955.1	35564108	
GCA_024917975.1	35512688	GCF_024917975.1	35564068	
GCA_024917995.1	35512708	GCF_024917995.1	35563868	
GCA_024918015.1	35512728	GCF_024918015.1	35562748	
GCA_024918035.1	35512748	GCF_024918035.1	35563108	
GCA_024918115.1	35512828	GCF_024918115.1	35562808	
GCA_024918135.1	35512848	GCF_024918135.1	35563348	
GCA_024918155.1	35512868	GCF_024918155.1	35563028	
GCA_024918195.1	35512908	GCF_024918195.1	35563828	
GCA_024918235.1	35512948	GCF_024918235.1	35563228	
GCA_024918275.1	35512988	GCF_024918275.1	35564208	
GCA_024918295.1	35513008	GCF_024918295.1	35563588	
GCA_024918335.1	35513048	GCF_024918335.1	35563188	
GCA_024918375.1	35513088	GCF_024918375.1	35564148	
GCA_024918395.1	35513108	GCF_024918395.1	35563908	
GCA_024918415.1	35513128	GCF_024918415.1	35562788	
GCA_024918755.1	35513688	GCF_024918755.1	35564188	
GCA_024918775.1	35513708	GCF_024918775.1	35564248	
GCA_024918815.1	35513748	GCF_024918815.1	35562928	
GCA_024918895.1	35513828	GCF_024918895.1	35563708	
GCA_024918915.1	35513848	GCF_024918915.1	35562908	
GCA_024970535.1	35572488	GCF_024970535.1	35694768	
GCA_024971055.1	35572938	GCF_024971055.1	35694988	
GCA_024971795.1	35573658	GCF_024971795.1	35694668	
GCA_024971815.1	35573678	GCF_024971815.1	35694588	
GCA_024971875.1	35573738	GCF_024971875.1	35694148	
GCA_024971895.1	35573758	GCF_024971895.1	35694788	
GCA_025159115.1	35809708	GCF_025159115.1	35892378	
GCA_025200555.1	35854858	GCF_025200555.1	35925888	
GCA_025200615.1	35854918	GCF_025200615.1	35928308	
GCA_025200635.1	35854938	GCF_025200635.1	35928268	
GCA_025200675.1	35854978	GCF_025200675.1	35928198	
GCA_025232455.1	35950358	GCF_025232455.1	36010288	
GCA_025232475.1	35950378	GCF_025232475.1	36016708	
GCA_025244625.1	35962628	GCF_025244625.1	36007738	
GCA_025244805.1	35962808	GCF_025244805.1	36016268	
GCA_025252345.1	36008808	GCF_025252345.1	36108808	
GCA_025252445.1	36009188	GCF_025252445.1	36072158	
GCA_025254305.1	36014048	GCF_025254305.1	36127588	
GCA_025254465.1	36014288	GCF_025254465.1	36128228	
GCA_025254605.1	36014488	GCF_025254605.1	36109488	
GCA_025259645.1	36023928	GCF_025259645.1	36126808	
GCA_025369675.1	36183608	GCF_025369675.1	36226808	
GCA_025369695.1	36183688	GCF_025369695.1	36227628	
GCA_025369715.1	36183768	GCF_025369715.1	36226548	
GCA_025369735.1	36183848	GCF_025369735.1	36227548	
GCA_025369775.1	36183988	GCF_025369775.1	36229648	
GCA_025369795.1	36184048	GCF_025369795.1	36229628	
GCA_025369815.1	36184128	GCF_025369815.1	36229668	
GCA_025369835.1	36184198	GCF_025369835.1	36229608	
GCA_025369855.1	36184268	GCF_025369855.1	36229728	
GCA_025369875.1	36184328	GCF_025369875.1	36229848	
GCA_025369915.1	36184488	GCF_025369915.1	36229588	
GCA_025369975.1	36184708	GCF_025369975.1	36229708	
GCA_025398375.1	36230208	GCF_025398375.1	36332528	
GCA_025398755.1	36230588	GCF_025398755.1	36328468	
GCA_025398915.1	36230748	GCF_025398915.1	36329548	
GCA_025399035.1	36230868	GCF_025399035.1	36330928	
GCA_025399095.1	36230928	GCF_025399095.1	36329168	
GCA_025399115.1	36230948	GCF_025399115.1	36329568	
GCA_025399135.1	36230968	GCF_025399135.1	36330748	
GCA_025402935.1	36269608	GCF_025402935.1	36331088	
GCA_025426175.1	36296878	GCF_025426175.1	36332788	
GCA_025426195.1	36296898	GCF_025426195.1	36330968	
GCA_025426235.1	36296938	GCF_025426235.1	36332548	
GCA_025563435.1	36494768	GCF_025563435.1	36539378	
GCA_025563475.1	36494808	GCF_025563475.1	36540228	
GCA_025563515.1	36494828	GCF_025563515.1	36539058	
GCA_025583265.2	46007308	GCF_025583265.2	46287678	
GCA_025583295.2	42995288	GCF_025583295.2	43118368	
GCA_025583345.2	42995088	GCF_025583345.2	43118328	
GCA_025583375.2	42778208	GCF_025583375.2	42798668	
GCA_025583565.2	42995368	GCF_025583565.2	43117968	
GCA_025583585.2	42963468	GCF_025583585.2	43118228	
GCA_025642235.1	36615688	GCF_025642235.1	36661888	
GCA_025643135.1	36616858	GCF_025643135.1	36661928	
GCA_025643415.1	36617138	GCF_025643415.1	36659988	
GCA_025643435.1	36617158	GCF_025643435.1	36659768	
GCA_025643455.1	36617178	GCF_025643455.1	36659388	
GCA_025643475.1	36617198	GCF_025643475.1	36659408	
GCA_025677665.1	36669848	GCF_025677665.1	36708828	
GCA_025677685.1	36669868	GCF_025677685.1	36708768	
GCA_025723205.1	36741718	GCF_025723205.1	36751618	
GCA_025782825.1	36823108	GCF_025782825.1	36851978	
GCA_025808215.1	36876898	GCF_025808215.1	36916508	
GCA_025809255.1	36877938	GCF_025809255.1	36914028	
GCA_025853875.1	36941688	GCF_025853875.1	37006838	
GCA_025908275.1	37010778	GCF_025908275.1	37037798	
GCA_025946525.1	37091848	GCF_025946525.1	37102948	
GCA_025946545.1	37091868	GCF_025946545.1	37103628	
GCA_025946565.1	37091888	GCF_025946565.1	37102728	
GCA_025946585.1	37091908	GCF_025946585.1	37102548	
GCA_025995195.1	37159038	GCF_025995195.1	37261058	
GCA_025995255.1	37159098	GCF_025995255.1	37250708	
GCA_025995315.1	37159138	GCF_025995315.1	37260698	
GCA_025995355.1	37159198	GCF_025995355.1	37250748	
GCA_025995415.1	37159258	GCF_025995415.1	37261078	
GCA_025995475.1	37159328	GCF_025995475.1	37251168	
GCA_025995535.1	37159398	GCF_025995535.1	37250788	
GCA_025995615.1	37159458	GCF_025995615.1	37250568	
GCA_025995675.1	37159518	GCF_025995675.1	37250808	
GCA_025995735.1	37159588	GCF_025995735.1	37260898	
GCA_025995895.1	37159818	GCF_025995895.1	37250828	
GCA_025996075.1	37160018	GCF_025996075.1	37250848	
GCA_025996315.1	37160238	GCF_025996315.1	37250068	
GCA_025996495.1	37160418	GCF_025996495.1	37250868	
GCA_025996555.1	37160518	GCF_025996555.1	37250888	
GCA_025996615.1	37160578	GCF_025996615.1	37250608	
GCA_025996675.1	37160638	GCF_025996675.1	37250908	
GCA_025996735.1	37160698	GCF_025996735.1	37251208	
GCA_025996795.1	37160778	GCF_025996795.1	37250628	
GCA_025996855.1	37160838	GCF_025996855.1	37250958	
GCA_025996915.1	37160888	GCF_025996915.1	37250988	
GCA_025996975.1	37160958	GCF_025996975.1	37250088	
GCA_025997035.1	37161018	GCF_025997035.1	37251228	
GCA_025997115.1	37161078	GCF_025997115.1	37261098	
GCA_025997175.1	37161138	GCF_025997175.1	37251048	
GCA_025997235.1	37161198	GCF_025997235.1	37251298	
GCA_025997315.1	37161278	GCF_025997315.1	37261118	
GCA_025997375.1	37161338	GCF_025997375.1	37251088	
GCA_025997435.1	37161418	GCF_025997435.1	37251358	
GCA_025997515.1	37161478	GCF_025997515.1	37261138	
GCA_025997575.1	37161538	GCF_025997575.1	37251108	
GCA_025997635.1	37161598	GCF_025997635.1	37261158	
GCA_025997775.1	37161738	GCF_025997775.1	37251128	
GCA_025999515.1	37163478	GCF_025999515.1	37251148	
GCA_025999655.1	37163618	GCF_025999655.1	37250668	
GCA_026001065.1	37164968	GCF_026001065.1	37250108	
GCA_026001125.1	37165048	GCF_026001125.1	37247888	
GCA_026001205.1	37165108	GCF_026001205.1	37263998	
GCA_026016785.1	37195448	GCF_026016785.1	37289728	
GCA_026074175.1	37258418	GCF_026074175.1	37331328	
GCA_026074235.1	37258458	GCF_026074235.1	37331528	
GCA_026210495.1	37436558	GCF_026210495.1	37483558	
GCA_026210515.1	37436578	GCF_026210515.1	37484478	
GCA_026240775.1	37490918	GCF_026240775.1	37579468	
GCA_026247825.1	37498118	GCF_026247825.1	37579388	
GCA_026247845.1	37498138	GCF_026247845.1	37579628	
GCA_026247865.1	37498158	GCF_026247865.1	37579588	
GCA_026248845.1	37499138	GCF_026248845.1	37579348	
GCA_026248865.1	37499158	GCF_026248865.1	37579788	
GCA_026248885.1	37499178	GCF_026248885.1	37579548	
GCA_026427755.1	37749878	GCF_026427755.1	37862678	
GCA_026506315.1	37836958	GCF_026506315.1	37908978	
GCA_026506335.1	37836978	GCF_026506335.1	37908818	
GCA_026506355.1	37836998	GCF_026506355.1	37908938	
GCA_026506375.1	37837018	GCF_026506375.1	37908878	
GCA_026506395.1	37837038	GCF_026506395.1	37909038	
GCA_026506415.1	37837058	GCF_026506415.1	37909018	
GCA_026651085.1	38033658	GCF_026651085.1	38213958	
GCA_026651105.1	38033678	GCF_026651105.1	38216378	
GCA_026651145.1	38033718	GCF_026651145.1	38216118	
GCA_026651165.1	38033738	GCF_026651165.1	38215398	
GCA_026651185.1	38033758	GCF_026651185.1	38213838	
GCA_026651205.1	38033778	GCF_026651205.1	38216338	
GCA_026651225.1	38033798	GCF_026651225.1	38216238	
GCA_026651245.1	38033818	GCF_026651245.1	38216158	
GCA_026651265.1	38033838	GCF_026651265.1	38213678	
GCA_026651285.1	38033858	GCF_026651285.1	38213778	
GCA_026689335.1	38089948	GCF_026689335.1	38216358	
GCA_026689355.1	38089968	GCF_026689355.1	38216298	
GCA_026723745.1	38125418	GCF_026723745.1	38211418	
GCA_026967655.1	38548078	GCF_026967655.1	38589888	
GCA_026968085.1	38551268	GCF_026968085.1	38719928	
GCA_026968105.1	38551288	GCF_026968105.1	38719868	
GCA_027286085.1	38953978	GCF_027286085.1	39145848	
GCA_027474425.1	39146028	GCF_027474425.1	42538748	
GCA_027474445.1	39146048	GCF_027474445.1	39179918	
GCA_027474485.1	39146088	GCF_027474485.1	39179718	
GCA_027570235.2	42810408	GCF_027570235.2	42842548	
GCA_027925505.1	39812688	GCF_027925505.1	42570998	
GCA_027925565.1	39812748	GCF_027925565.1	42574908	
GCA_027925625.1	39812808	GCF_027925625.1	42574888	
GCA_027925685.1	39812868	GCF_027925685.1	42570738	
GCA_027925745.1	39812908	GCF_027925745.1	42574668	
GCA_027925765.1	39812928	GCF_027925765.1	42574928	
GCA_027925785.1	39812948	GCF_027925785.1	42574768	
GCA_027925805.1	39812968	GCF_027925805.1	42574808	
GCA_027925825.1	39812988	GCF_027925825.1	42574968	
GCA_027925845.1	39813008	GCF_027925845.1	42571018	
GCA_027943565.1	39887818	GCF_027943565.1	42584658	
GCA_027944575.1	39889018	GCF_027944575.1	39923108	
GCA_027944595.1	39889038	GCF_027944595.1	39922718	
GCA_027944615.1	39889058	GCF_027944615.1	39924078	
GCA_027944635.1	39889078	GCF_027944635.1	39923538	
GCA_027944655.1	39889098	GCF_027944655.1	39923438	
GCA_027944675.1	39889118	GCF_027944675.1	39922798	
GCA_027944695.1	39889138	GCF_027944695.1	39922688	
GCA_027944715.1	39889158	GCF_027944715.1	39923988	
GCA_027944735.1	39889178	GCF_027944735.1	39923758	
GCA_027944775.1	39889378	GCF_027944775.1	39923938	
GCA_027944795.1	39889698	GCF_027944795.1	39923358	
GCA_027944815.1	39889958	GCF_027944815.1	39922468	
GCA_027944835.1	39890118	GCF_027944835.1	39923628	
GCA_027944855.1	39890138	GCF_027944855.1	39922978	
GCA_027944875.1	39890158	GCF_027944875.1	39922368	
GCA_027944895.1	39890178	GCF_027944895.1	39923798	
GCA_027944915.1	39890198	GCF_027944915.1	39923738	
GCA_027944935.1	39890218	GCF_027944935.1	39923678	
GCA_027944955.1	39890238	GCF_027944955.1	39922828	
GCA_027944995.1	39890278	GCF_027944995.1	39924108	
GCA_027945015.1	39890298	GCF_027945015.1	39923458	
GCA_027945035.1	39890318	GCF_027945035.1	39923378	
GCA_027945055.1	39890338	GCF_027945055.1	39923228	
GCA_027945095.1	39890378	GCF_027945095.1	39924028	
GCA_027945175.1	39890458	GCF_027945175.1	39922758	
GCA_027945195.1	39890478	GCF_027945195.1	39923958	
GCA_027947615.1	39894118	GCF_027947615.1	40061548	
GCA_028201615.1	40191768	GCF_028201615.1	40226828	
GCA_028201635.1	40192008	GCF_028201635.1	40227738	
GCA_028201655.1	40192248	GCF_028201655.1	40227578	
GCA_028215995.1	40232508	GCF_028215995.1	40470208	
GCA_028421485.1	40483968	GCF_028421485.1	40546718	
GCA_028471885.1	40583238	GCF_028471885.1	40650898	
GCA_028473305.1	40585778	GCF_028473305.1	40650918	
GCA_028473865.1	40586878	GCF_028473865.1	40650938	
GCA_028488865.1	40604628	GCF_028488865.1	40681288	
GCA_028551195.1	40679208	GCF_028551195.1	40696248	
GCA_028551215.1	40679228	GCF_028551215.1	40695748	
GCA_028551235.1	40679248	GCF_028551235.1	40695948	
GCA_028551585.1	40682438	GCF_028551585.1	40695828	
GCA_028596225.1	40741298	GCF_028596225.1	40809558	
GCA_028609765.1	40756138	GCF_028609765.1	40812338	
GCA_028622955.1	40781478	GCF_028622955.1	40911118	
GCA_028623045.1	40781538	GCF_028623045.1	40886978	
GCA_028623065.1	40781558	GCF_028623065.1	40896038	
GCA_028623085.1	40781578	GCF_028623085.1	40911138	
GCA_028743335.1	40932198	GCF_028743335.1	40941848	
GCA_028743355.1	40932218	GCF_028743355.1	40942068	
GCA_028743375.1	40932238	GCF_028743375.1	40941368	
GCA_028743555.1	40932418	GCF_028743555.1	40942088	
GCA_028743755.1	40934578	GCF_028743755.1	40943328	
GCA_028752675.1	40948348	GCF_028752675.1	41013768	
GCA_028752695.1	40948368	GCF_028752695.1	41013788	
GCA_028752715.1	40948388	GCF_028752715.1	41016828	
GCA_028752735.1	40948408	GCF_028752735.1	41015368	
GCA_028898885.1	41123288	GCF_028898885.1	41171288	
GCA_029011945.1	41242928	GCF_029011945.1	41246158	
GCA_029026925.1	41260518	GCF_029026925.1	41336958	
GCA_029094485.1	41328218	GCF_029094485.1	41404788	
GCA_029201525.1	41465688	GCF_029201525.1	41481768	
GCA_029223605.1	41489768	GCF_029223605.1	41512198	
GCA_029223625.1	41489788	GCF_029223625.1	41512478	
GCA_029223645.1	41489808	GCF_029223645.1	41511358	
GCA_029224065.1	41490228	GCF_029224065.1	41511398	
GCA_029224085.1	41490248	GCF_029224085.1	41511938	
GCA_029224105.1	41490268	GCF_029224105.1	41512218	
GCA_029224125.1	41490288	GCF_029224125.1	41512498	
GCA_029227835.1	41494358	GCF_029227835.1	42640918	
GCA_029227855.1	41494378	GCF_029227855.1	41539438	
GCA_029227875.1	41494398	GCF_029227875.1	41539458	
GCA_029227895.1	41494418	GCF_029227895.1	41539878	
GCA_029278625.2	46826128	GCF_029278625.2	46874778	
GCA_029318875.1	41602358	GCF_029318875.1	41621468	
GCA_029318935.1	41602458	GCF_029318935.1	41621488	
GCA_029318975.1	41602558	GCF_029318975.1	41621508	
GCA_029319035.1	41602658	GCF_029319035.1	41621528	
GCA_029319085.1	41602718	GCF_029319085.1	41621988	
GCA_029536615.1	41876478	GCF_029536615.1	41922638	
GCA_029536635.1	41876498	GCF_029536635.1	41922158	
GCA_029536655.1	41876518	GCF_029536655.1	41921938	
GCA_029536675.1	41876538	GCF_029536675.1	41922418	
GCA_029536695.1	41876558	GCF_029536695.1	41922658	
GCA_029537195.1	41877058	GCF_029537195.1	41922478	
GCA_029542125.1	41882858	GCF_029542125.1	41922558	
GCA_029542525.1	41883258	GCF_029542525.1	41922598	
GCA_029590495.1	41938978	GCF_029590495.1	41956178	
GCA_029623635.1	41984138	GCF_029623635.1	41985518	
GCA_029625095.1	41985978	GCF_029625095.1	41987558	
GCA_029625115.1	41985998	GCF_029625115.1	41988078	
GCA_029625135.1	41986018	GCF_029625135.1	41987838	
GCA_029625155.1	41986038	GCF_029625155.1	41988378	
GCA_029625175.1	41986058	GCF_029625175.1	41987578	
GCA_029625195.1	41986078	GCF_029625195.1	41987598	
GCA_029625455.1	41986338	GCF_029625455.1	41988118	
GCA_029635575.1	41998258	GCF_029635575.1	42032208	
GCA_029635835.1	41998418	GCF_029635835.1	42031888	
GCA_029635865.1	41998438	GCF_029635865.1	42032468	
GCA_029635885.1	41998538	GCF_029635885.1	42032488	
GCA_029636765.1	41999358	GCF_029636765.1	42032508	
GCA_029636785.1	41999378	GCF_029636785.1	42032288	
GCA_029636805.1	41999398	GCF_029636805.1	42032308	
GCA_029674645.1	42038888	GCF_029674645.1	42057838	
GCA_029674705.1	42038948	GCF_029674705.1	42057478	
GCA_029849135.1	42260778	GCF_029849135.1	42279638	
GCA_029854375.1	42268078	GCF_029854375.1	42285318	
GCA_029854395.1	42268098	GCF_029854395.1	42285218	
GCA_029854475.1	42268178	GCF_029854475.1	42285338	
GCA_029854495.1	42268198	GCF_029854495.1	42285238	
GCA_029854515.1	42268218	GCF_029854515.1	42285258	
GCA_029854535.1	42268238	GCF_029854535.1	42285478	
GCA_029854555.1	42268258	GCF_029854555.1	42285538	
GCA_029854615.1	42268318	GCF_029854615.1	42285278	
GCA_029855145.1	42285818	GCF_029855145.1	42297838	
GCA_029855165.1	42285838	GCF_029855165.1	42297958	
GCA_029909715.1	42397058	GCF_029909715.1	42420148	
GCA_029916805.1	42404968	GCF_029916805.1	42428438	
GCA_029916845.1	42405008	GCF_029916845.1	42429018	
GCA_029962285.1	42542228	GCF_029962285.1	42657528	
GCA_029962405.1	42542348	GCF_029962405.1	42654468	
GCA_029962425.1	42542368	GCF_029962425.1	42654808	
GCA_029962445.1	42542388	GCF_029962445.1	42655828	
GCA_029987615.1	42582518	GCF_029987615.1	42655008	
GCA_029987755.1	42582688	GCF_029987755.1	42657388	
GCA_029987875.1	42582888	GCF_029987875.1	42655168	
GCA_029987955.1	42583088	GCF_029987955.1	42656168	
GCA_029988575.1	42584338	GCF_029988575.1	42655548	
GCA_029988835.1	42585458	GCF_029988835.1	42656288	
GCA_029989065.1	42586238	GCF_029989065.1	42657408	
GCA_029989245.1	42586478	GCF_029989245.1	42655908	
GCA_029989405.1	42586658	GCF_029989405.1	42656448	
GCA_029989625.1	42586918	GCF_029989625.1	42655968	
GCA_029989825.1	42587158	GCF_029989825.1	42655768	
GCA_029989965.1	42587338	GCF_029989965.1	42656008	
GCA_029990145.1	42587578	GCF_029990145.1	42656208	
GCA_029990275.1	42587698	GCF_029990275.1	42656408	
GCA_029990355.1	42588098	GCF_029990355.1	42655808	
GCA_029990375.1	42588178	GCF_029990375.1	42657488	
GCA_029990415.1	42588278	GCF_029990415.1	42657428	
GCA_029990455.1	42588358	GCF_029990455.1	42656248	
GCA_029990495.1	42588398	GCF_029990495.1	42656328	
GCA_029990555.1	46068078	GCF_029990555.1	46340688	
GCA_029990605.1	49056298	GCF_029990605.1	49152768	
GCA_029991025.1	42589928	GCF_029991025.1	42657348	
GCA_029991095.1	42589868	GCF_029991095.1	42656348	
GCA_029991165.1	42589968	GCF_029991165.1	42656488	
GCA_029991185.1	42669918	GCF_029991185.1	42742768	
GCA_029991195.1	42669908	GCF_029991195.1	42740188	
GCA_030007975.1	42613228	GCF_030007975.1	42685908	
GCA_030012585.1	42666668	GCF_030012585.1	42739598	
GCA_030012625.1	42666708	GCF_030012625.1	42740138	
GCA_030012645.1	42666728	GCF_030012645.1	42740558	
GCA_030012665.1	42666748	GCF_030012665.1	42740608	
GCA_030012725.1	42666808	GCF_030012725.1	42740238	
GCA_030012745.1	42666828	GCF_030012745.1	42740698	
GCA_030012765.1	42666848	GCF_030012765.1	42740778	
GCA_030012785.1	42666868	GCF_030012785.1	42739318	
GCA_030013005.1	42667448	GCF_030013005.1	42740878	
GCA_030013025.1	42667468	GCF_030013025.1	42739378	
GCA_030013045.1	42667488	GCF_030013045.1	42771088	
GCA_030013085.1	42667528	GCF_030013085.1	42740358	
GCA_030013105.1	42667548	GCF_030013105.1	42740978	
GCA_030013125.1	42667568	GCF_030013125.1	42739468	
GCA_030013145.1	42667588	GCF_030013145.1	42739548	
GCA_030013165.1	42667608	GCF_030013165.1	42737698	
GCA_030013185.1	42667628	GCF_030013185.1	42740438	
GCA_030013205.1	42667648	GCF_030013205.1	42741098	
GCA_030013225.1	42667668	GCF_030013225.1	42770988	
GCA_030013245.1	42667688	GCF_030013245.1	42771008	
GCA_030013265.1	42667708	GCF_030013265.1	42771108	
GCA_030013305.1	42667748	GCF_030013305.1	42741218	
GCA_030013325.1	42667768	GCF_030013325.1	42771028	
GCA_030013345.1	42667788	GCF_030013345.1	42739618	
GCA_030013365.1	42667808	GCF_030013365.1	42771148	
GCA_030013385.1	42667828	GCF_030013385.1	42740518	
GCA_030013435.1	42667908	GCF_030013435.1	42738858	
GCA_030013455.1	42667928	GCF_030013455.1	42740578	
GCA_030013475.1	42667948	GCF_030013475.1	42741318	
GCA_030013495.1	42667968	GCF_030013495.1	42741398	
GCA_030013575.1	42668048	GCF_030013575.1	42771268	
GCA_030013595.1	42668068	GCF_030013595.1	42743098	
GCA_030013675.1	42668148	GCF_030013675.1	42743138	
GCA_030013715.1	42668188	GCF_030013715.1	42739668	
GCA_030013735.1	42668208	GCF_030013735.1	42738978	
GCA_030013755.1	42668228	GCF_030013755.1	42740658	
GCA_030013785.1	42668248	GCF_030013785.1	42740738	
GCA_030013825.1	42668288	GCF_030013825.1	42739738	
GCA_030013845.1	42668308	GCF_030013845.1	42739058	
GCA_030013865.1	42668328	GCF_030013865.1	42740818	
GCA_030028135.1	42745068	GCF_030028135.1	42776198	
GCA_030028155.1	42745088	GCF_030028155.1	42777578	
GCA_030028175.1	42745108	GCF_030028175.1	42776558	
GCA_030028195.1	42745128	GCF_030028195.1	42776938	
GCA_030028215.1	42745148	GCF_030028215.1	42777918	
GCA_030035525.1	42774828	GCF_030035525.1	42798468	
GCA_030035545.1	42774848	GCF_030035545.1	42798488	
GCA_030035565.1	42774868	GCF_030035565.1	42798608	
GCA_030036655.1	42781688	GCF_030036655.1	42799668	
GCA_030036675.1	42781708	GCF_030036675.1	42799908	
GCA_030036695.1	42781728	GCF_030036695.1	42799488	
GCA_030036715.1	42781748	GCF_030036715.1	42800188	
GCA_030036755.1	42781768	GCF_030036755.1	42799688	
GCA_030036775.1	42781788	GCF_030036775.1	42799708	
GCA_030036795.1	42781808	GCF_030036795.1	42799928	
GCA_030036835.1	42781828	GCF_030036835.1	42799508	
GCA_030036855.1	42781848	GCF_030036855.1	42800208	
GCA_030036875.1	42781868	GCF_030036875.1	42799728	
GCA_030036895.1	42781888	GCF_030036895.1	42799748	
GCA_030036925.1	42782008	GCF_030036925.1	42799948	
GCA_030037135.1	42782148	GCF_030037135.1	42800228	
GCA_030037255.1	42782348	GCF_030037255.1	42799528	
GCA_030037445.1	42782508	GCF_030037445.1	42799968	
GCA_030037615.1	42782688	GCF_030037615.1	42799768	
GCA_030037835.1	42782868	GCF_030037835.1	42800248	
GCA_030037975.1	42783048	GCF_030037975.1	42799548	
GCA_030038515.1	42783588	GCF_030038515.1	42800268	
GCA_030038665.1	42783708	GCF_030038665.1	42799788	
GCA_030038915.1	42783928	GCF_030038915.1	42799988	
GCA_030039075.1	42784088	GCF_030039075.1	42800288	
GCA_030039225.1	42784168	GCF_030039225.1	42799568	
GCA_030039325.1	42784228	GCF_030039325.1	42799808	
GCA_030039345.1	42784248	GCF_030039345.1	42800008	
GCA_030039375.1	42784288	GCF_030039375.1	42800308	
GCA_030039395.1	42784308	GCF_030039395.1	42799828	
GCA_030039425.1	42784348	GCF_030039425.1	42800028	
GCA_030053855.1	42800568	GCF_030053855.1	42816058	
GCA_030063885.1	42816818	GCF_030063885.1	42842448	
GCA_030142205.1	42962078	GCF_030142205.1	43117788	
GCA_030142245.1	42962158	GCF_030142245.1	43117808	
GCA_030142335.1	42962218	GCF_030142335.1	43117388	
GCA_030142415.1	42962298	GCF_030142415.1	43117168	
GCA_030142475.1	42962338	GCF_030142475.1	43117648	
GCA_030161935.2	43681568	GCF_030161935.2	43846448	
GCA_030162015.2	43681588	GCF_030162015.2	43851408	
GCA_030162035.2	43681668	GCF_030162035.2	43846468	
GCA_030162075.2	43682678	GCF_030162075.2	43851448	
GCA_030162155.2	43683698	GCF_030162155.2	43851988	
GCA_030162175.2	43684888	GCF_030162175.2	43852028	
GCA_030162195.2	43683778	GCF_030162195.2	43851488	
GCA_030166495.1	43196138	GCF_030166495.1	43220858	
GCA_030166515.1	43196198	GCF_030166515.1	43220158	
GCA_030166535.1	43196258	GCF_030166535.1	43220958	
GCA_030168675.1	43202978	GCF_030168675.1	43245088	
GCA_030168695.1	43202998	GCF_030168695.1	43252408	
GCA_030168715.1	43203018	GCF_030168715.1	43253558	
GCA_030168735.1	43203038	GCF_030168735.1	43253588	
GCA_030168755.1	43203058	GCF_030168755.1	43252998	
GCA_030169195.1	43203558	GCF_030169195.1	43253018	
